Show_ID,Type,Title,Director,Actor1,Actor2,Actor3,Actor4,Actor5,Country1,Country2,Country3,Date_Added,Release_Year,Rating,Duration,Gener1,Gener2,Gener3,Description,Year
s6623,Movie,Dolphin Tale 2,Charles Martin Smith,Morgan Freeman,Ashley Judd,Harry Connick Jr.,Kris Kristofferson,Nathan Gamble,United States,Unknown,Unknown,25-02-2019,2014,PG,107 min,Children & Family Movies,Dramas,Unknown,"Winter the dolphin, who survived a tragic injury by receiving a prosthetic tail, bonds with an orphaned baby dolphin after her beloved pool mate dies.",2019
s6624,Movie,Domino,Brian De Palma,Nikolaj Coster-Waldau,Carice van Houten,Eriq Ebouaney,Guy Pearce,Mohammed Azaay,Denmark,France,Belgium,28-09-2019,2019,R,89 min,International Movies,Thrillers,Unknown,"A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.",2019
s6625,Movie,Don Quixote: The Ingenious Gentleman of La Mancha,"Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder",Carmen Argenziano,Horatio Sanz,Luis Guzman,Vera Cherny,Lorena McGregor,United States,Unknown,Unknown,05-01-2018,2015,TV-14,83 min,Comedies,Independent Movies,Unknown,"In this modern adaptation of a Spanish classic, an eccentric, elderly gentleman sets out with his honest sidekick to right the wrongs of the world.",2018
s6626,Movie,Don Verdean,Jared Hess,Sam Rockwell,Amy Ryan,Will Forte,Danny McBride,Jemaine Clement,United States,Unknown,Unknown,01-03-2020,2015,PG-13,96 min,Comedies,Unknown,Unknown,"A questionable character working as a self-styled ""biblical archaeologist"" advances his cause by creating phony religious artifacts.",2020
s6627,Movie,Don't Be Afraid of the Dark,Troy Nixey,Katie Holmes,Guy Pearce,Bailee Madison,Jack Thompson,Garry McDonald,United States,Australia,Mexico,02-11-2019,2010,R,99 min,Horror Movies,Unknown,Unknown,Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there – and they might not be as friendly as Sally thinks.,2019
s6628,Movie,Don't Crack Under Pressure,Thierry Donard,Davide Carrera,Jesse Richman,Loic Collomb-Patton,Wille Lindberg,Matt Annetts,France,Unknown,Unknown,12-06-2020,2015,TV-MA,95 min,Action & Adventure,Documentaries,International Movies,"There are risks. Then there are risk-takers. In an around-the-world trip, follow athletes perform jaw-dropping acts in unpredictable elements of nature.",2020
s6629,Movie,Don't Crack Under Pressure II,Thierry Donard,Davide Carrera,Eric Duguil,Jesse Richman,Richie Jackson,Loic Collomb-Patton,France,Unknown,Unknown,12-06-2020,2016,TV-MA,88 min,Action & Adventure,Documentaries,International Movies,"Using state-of-the-art technology, this stunning sequel follows athletes pulling off daring feats under extreme conditions in extraordinary locations.",2020
s6630,Movie,Don't Crack Under Pressure III,Thierry Donard,Temarii Buillard,Davide Carrera,Jesse Richman,Loic Collomb-Patton,Wille Lindberg,France,Unknown,Unknown,12-06-2020,2017,TV-14,94 min,Action & Adventure,Documentaries,International Movies,"Through deserts, above mountains and deep into oceans, elite athletes — both veteran and new — form bonds and pursue adventure in sumptuous landscapes.",2020
s6631,Movie,Don't Knock Twice,Caradog W. James,Katee Sackhoff,Lucy Boynton,Richard Mylan,Nick Moran,Pascale Wilson,United Kingdom,Unknown,Unknown,08-02-2019,2016,R,93 min,Horror Movies,International Movies,Unknown,A recovering addict becomes her estranged daughter's only hope after the teen awakens a terrifying child-stealing witch from an urban legend.,2019
s6632,Movie,Don't Look Down,Daniel Gordon,Richard Branson,Unknown,Unknown,Unknown,Unknown,United Kingdom,Unknown,Unknown,01-04-2017,2016,TV-MA,93 min,Documentaries,International Movies,Unknown,"Aided by dramatic reconstructions and archive footage, Sir Richard Branson recounts his daring attempts to break hot air balloon records.",2017
s6633,Movie,Don't Think Twice,Mike Birbiglia,Keegan-Michael Key,Gillian Jacobs,Mike Birbiglia,Kate Micucci,Chris Gethard,United States,Unknown,Unknown,01-05-2017,2016,R,92 min,Comedies,Dramas,Independent Movies,Six talented but struggling improv comics see a sudden shift in their troupe's dynamic after one of them lands a much-coveted gig on television.,2017
s6634,Movie,Donnie Brasco,Mike Newell,Al Pacino,Johnny Depp,Michael Madsen,Bruno Kirby,James Russo,United States,Unknown,Unknown,01-01-2020,1997,R,127 min,Dramas,Thrillers,Unknown,"When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.",2020
s6635,Movie,Doom,Andrzej Bartkowiak,Karl Urban,Rosamund Pike,Dwayne Johnson,Deobia Oparei,Ben Daniels,United Kingdom,Czech Republic,Germany,01-11-2020,2005,R,105 min,Action & Adventure,Horror Movies,Sci-Fi & Fantasy,A special ops squad investigating a distress signal from a distant planet discovers that mutant aliens have already wiped out most of the population.,2020
s6636,TV Show,Doomsday Preppers,Unknown,Michael Izquierdo,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,01-03-2019,2013,TV-14,1 Season,Reality TV,Science & Nature TV,Unknown,This series highlights a diverse group of survivalists as they prepare for various catastrophic scenarios that could cause civilization to collapse.,2019
s6637,Movie,Doubles Cause Troubles,Wong Jing,Carol 'Do Do' Cheng,Maggie Cheung,Wilson Lam,Chan Pak-cheung,Charlie Cho,Hong Kong,Unknown,Unknown,01-08-2018,1989,TV-14,94 min,Action & Adventure,Comedies,International Movies,"When the tenant in their flat dies under suspicious circumstances, two bickering cousins are forced to navigate both sides of the law.",2018
s6638,Movie,Doubt,John Patrick Shanley,Meryl Streep,Philip Seymour Hoffman,Amy Adams,Viola Davis,Alice Drummond,United States,Unknown,Unknown,07-03-2019,2008,PG-13,104 min,Dramas,Faith & Spirituality,Unknown,"Sister Aloysius begins to have doubts about doting Father Flynn, who seems to have become overly involved in the life of an African American pupil.",2019
s6639,Movie,Down The Fence,M.J. Isakson,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,15-01-2018,2017,TV-PG,94 min,Documentaries,Unknown,Unknown,"The human-equine bond propels the unique and challenging sport of reined cow horse, in which dedicated trainers compete for the national championship.",2018
s6640,Movie,Dr. Seuss' The Cat in the Hat,Bo Welch,Mike Myers,Alec Baldwin,Kelly Preston,Dakota Fanning,Spencer Breslin,United States,Unknown,Unknown,01-05-2019,2003,PG,82 min,Children & Family Movies,Comedies,Unknown,"While Mom is away, a bored little boy and girl are visited by the Cat in the Hat, who proceeds to turn the house into the ""mother of all messes.""",2019
s6641,Movie,Dr. Seuss' The Grinch,"Scott Mosier, Yarrow Cheney",Benedict Cumberbatch,Cameron Seely,Rashida Jones,Pharrell Williams,Kenan Thompson,France,China,Japan,05-06-2019,2018,PG,86 min,Children & Family Movies,Comedies,Unknown,A grump with a mean streak plots to bring Christmas to a halt in the cheerful town of Whoville. But a generous little girl could change his heart.,2019
s6642,Movie,Dragonheart,Rob Cohen,Sean Connery,Dennis Quaid,David Thewlis,Pete Postlethwaite,Dina Meyer,United States,Unknown,Unknown,01-01-2020,1996,PG-13,103 min,Action & Adventure,Sci-Fi & Fantasy,Unknown,"In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth.",2020
s6643,Movie,Dragonheart 3: The Sorcerer,Colin Teague,Julian Morris,Tamzin Merchant,Ben Kingsley,Jassa Ahluwalia,Jonjo O'Neill,United States,Unknown,Unknown,01-01-2020,2015,PG-13,97 min,Action & Adventure,Sci-Fi & Fantasy,Unknown,"When an aspiring knight crosses paths with a dragon, the two form an unlikely alliance in a high-stakes battle against a malicious sorcerer.",2020
s6644,Movie,Dragonheart: A New Beginning,Doug Lefler,Christopher Masterson,Harry Van Gorkum,Rona Figueroa,Matt Hickey,Henry O,United States,Unknown,Unknown,01-01-2020,2000,PG,84 min,Action & Adventure,Sci-Fi & Fantasy,Unknown,"This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills.",2020
s6645,Movie,Dragonheart: Battle for the Heartfire,Patrik Syversen,Tom Rhys Harries,Jessamine-Bliss Bell,Patrick Stewart,André Eriksen,Richard Cordery,United States,Unknown,Unknown,13-06-2017,2017,PG-13,98 min,Action & Adventure,Sci-Fi & Fantasy,Unknown,"When the king of Brittania dies, the dragon who shares his heart must find a new ruler, but the monarch's grandchildren go to war over the throne.",2017
s6646,Movie,Dragonkala Ka Rahasya,Rajiv Chilaka,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18-06-2019,2018,TV-Y,68 min,Children & Family Movies,Unknown,Unknown,"Bheem helps to reopen Dragonpur's abandoned magic and martial arts school, but is tested like never before when an ex-student returns seeking revenge!",2019
s6647,TV Show,Dramaworld,Unknown,Liv Hewson,Sean Dulake,Justin Chon,Noo-Ri Bae,Sa-hee Kim,United States,South Korea,China,23-05-2016,2016,TV-14,1 Season,Romantic TV Shows,TV Comedies,TV Dramas,"A huge fan of a Korean TV drama is transported to a magical realm where she has the power to alter her favorite show's story line as a ""Facilitator.""",2016
s6648,Movie,Dream Big: Engineering Our World,Greg MacGillivray,Jeff Bridges,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,01-07-2018,2017,TV-G,42 min,Documentaries,Unknown,Unknown,"Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe.",2018
s6649,Movie,Dream Boat,Tristan Ferland Milewski,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,Unknown,Unknown,01-12-2017,2017,TV-MA,92 min,Documentaries,International Movies,LGBTQ Movies,"On a cruise for gay men, five passengers of different nationalities take a break from their families and cultures to party and reflect on life.",2017
s6650,Movie,Dries,Reiner Holzemer,Dries Van Noten,Unknown,Unknown,Unknown,Unknown,Germany,Belgium,Unknown,01-01-2018,2017,TV-PG,89 min,Documentaries,International Movies,Unknown,This documentary explores the intense passion and distinctive talent that make Dries Van Noten one of the most unique fashion designers in the world.,2018
s6651,Movie,Driven to Dance,Unknown,Juliet Doherty,Kaitlyn Black,Unknown,Unknown,Unknown,United States,Unknown,Unknown,16-01-2019,2018,TV-PG,99 min,Dramas,Unknown,Unknown,"A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path.",2019
s6652,TV Show,"Drugs, Inc.",Unknown,Mike Secher,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,23-03-2019,2015,TV-MA,1 Season,Crime TV Shows,Docuseries,Unknown,"This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption.",2019
s6653,TV Show,Dueños del paraíso,Unknown,Kate del Castillo,Jorge Zabaleta,José María Torre,Tony Dalton,Géraldine Bazán,United States,Chile,Unknown,25-02-2017,2015,TV-14,1 Season,Crime TV Shows,International TV Shows,Spanish-Language TV Shows,"When Anastasia Cardona's drug lord husband is murdered, she inherits his cocaine empire, leading to a life of wealth, power, violence and betrayal.",2017
s6654,Movie,Dukhtar,Afia Nathaniel,Samiya Mumtaz,Mohib Mirza,Saleha Aref,Asif Khan,Adnan Shah,Pakistan,Norway,United States,01-09-2016,2014,TV-14,93 min,Dramas,Independent Movies,International Movies,A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.,2016
s6655,Movie,Dum,Eeshwar Nivas,Vivek Oberoi,Diya Mirza,Atul Kulkarni,Govind Namdeo,Mukesh Rishi,India,Unknown,Unknown,01-03-2018,2003,TV-14,162 min,Action & Adventure,Dramas,International Movies,"When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice.",2018
s6656,Movie,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,Eric Christian Olsen,Derek Richardson,Rachel Nichols,Cheri Oteri,Luis Guzmán,United States,Unknown,Unknown,01-10-2019,2003,PG-13,85 min,Comedies,Unknown,Unknown,This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.,2019
s6657,Movie,E-Cigarettes: Miracle or Menace?,Emma Hatherley,Michael Mosley,Unknown,Unknown,Unknown,Unknown,United Kingdom,Unknown,Unknown,01-02-2019,2016,TV-14,52 min,Documentaries,Unknown,Unknown,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.,2019
s6658,Movie,Earth to Echo,Dave Green,Teo Halm,Astro,Reese Hartwig,Ella Wahlestedt,Jason Gray-Stanford,United States,Unknown,Unknown,01-10-2019,2014,PG,91 min,Children & Family Movies,Sci-Fi & Fantasy,Unknown,"When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones.",2019
s6659,TV Show,Earth to Luna!,Unknown,Angelina Carballo,Raul-Gomez Pina,Eric Anderson,Unknown,Unknown,Brazil,Unknown,Unknown,10-04-2020,2014,TV-Y,1 Season,Kids' TV,Unknown,Unknown,"Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world.",2020
s6660,TV Show,Earth's Natural Wonders,Unknown,Olivia Colman,Unknown,Unknown,Unknown,Unknown,United Kingdom,Unknown,Unknown,01-03-2017,2015,TV-PG,1 Season,British TV Shows,Docuseries,Science & Nature TV,Earth's most sublime landscapes can also be the most forbidding. Discover how inhabitants survive and flourish in our planet's harshest environments.,2017
s6661,TV Show,Earth's Natural Wonders: Life at the Extremes,Unknown,Corey Johnson,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,01-10-2018,2018,TV-14,1 Season,British TV Shows,Docuseries,Science & Nature TV,"From the Arctic to the Outback, humans battle the elements and use their ingenuity to survive in the most extreme environments in the world.",2018
s6662,Movie,East Side Sushi,Anthony Lucero,Diana Elizabeth Torres,Yutaka Takeuchi,Rodrigo Duarte Clark,Kaya Jade Aguirre,Roji Oyama,United States,Unknown,Unknown,15-09-2020,2015,PG,106 min,Dramas,Unknown,Unknown,"She’s not the usual candidate for the role, but a dogged Mexican-American mother makes it her mission to become a talented sushi chef.",2020
s6663,Movie,Easy A,Will Gluck,Emma Stone,Penn Badgley,Amanda Bynes,Dan Byrd,Thomas Haden Church,United States,Unknown,Unknown,01-11-2020,2010,PG-13,92 min,Comedies,Romantic Movies,Unknown,"When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona.",2020
s6664,TV Show,Easy Fortune Happy Life,Unknown,Lan Cheng-lung,Joe Chen,Roy Chiu,Jocelyn Wang,Chieh-kai Shiou,Taiwan,Unknown,Unknown,01-09-2016,2009,TV-MA,1 Season,International TV Shows,Romantic TV Shows,TV Comedies,"Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients.",2016
s6665,Movie,Eat Pray Love,Ryan Murphy,Julia Roberts,James Franco,Javier Bardem,Richard Jenkins,Viola Davis,United States,Unknown,Unknown,10-09-2019,2010,PG-13,140 min,Dramas,Romantic Movies,Unknown,"After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.",2019
s6666,Movie,Eddie Murphy: Delirious,Bruce Gowers,Eddie Murphy,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,15-04-2018,1983,TV-MA,69 min,Stand-Up Comedy,Unknown,Unknown,"Flashing the wild stand-up comedy that made him a household name, Eddie Murphy unleashes uncensored observations and parodies in this 1983 live show.",2018
s6667,Movie,Eeda,Ajithkumar,Shane Nigaam,Nimisha Sajayan,Manikandan R. Achari,Alencier Ley Lopez,Sujith Sankar,India,Unknown,Unknown,15-09-2018,2018,TV-14,153 min,Dramas,International Movies,Romantic Movies,Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.,2018
s6668,Movie,Eh Janam Tumhare Lekhe,Harjit Singh,Pavan Malhotra,Sudhanshu Aggarwal,Arjuna Bhalla,Avrinder Kaur,Arvinder Bhatti,India,Unknown,Unknown,01-12-2017,2015,TV-14,124 min,Dramas,International Movies,Unknown,"Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity.",2017
s6669,Movie,Ek Cup Chya,"Sumitra Bhave, Sunil Sukthankar",Kishore Kadam,Ashwini Giri,Kamal Desai,Devika Daftardar,Sunil Sukthankar,India,Unknown,Unknown,15-03-2018,2009,TV-PG,120 min,Dramas,Independent Movies,International Movies,A poor bus conductor's efforts at obtaining information about his enormous electricity bill are hindered by a corrupt system.,2018
s6670,Movie,Ek Hasina Thi,Sriram Raghavan,Saif Ali Khan,Urmila Matondkar,Seema Biswas,Pratima Kazmi,Aditya Srivastava,India,Unknown,Unknown,01-08-2019,2004,TV-MA,134 min,Dramas,International Movies,Thrillers,"Imprisoned for underworld crimes she didn’t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.",2019
s6671,Movie,El último testigo,Philipp Stölzl,Aaron Eckhart,Liana Liberato,Olga Kurylenko,Garrick Hagon,Eric Godon,United States,Canada,Belgium,04-02-2018,2012,R,105 min,Action & Adventure,Unknown,Unknown,A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.,2018
s6672,TV Show,El Barco,Unknown,Juanjo Artero,Mario Casas,Blanca Suárez,Irene Montal�,Luis Callejo,Spain,Unknown,Unknown,01-07-2017,2013,NR,3 Seasons,International TV Shows,Romantic TV Shows,Spanish-Language TV Shows,Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime – especially when a storm leaves them lost at sea.,2017
s6673,TV Show,El Cartel,Unknown,Manolo Cardona,Karen Martínez,Robinson Díaz,Diego Cadavid,Fernando Solórzano,Colombia,Unknown,Unknown,24-08-2018,2008,TV-MA,1 Season,Crime TV Shows,International TV Shows,Spanish-Language TV Shows,One man makes a fateful decision to get involved with a Colombian drug cartel in this series based on a novel by Andrés López López.,2018
s6674,TV Show,El Cartel 2,Unknown,Diego Cadavid,Robinson Díaz,Patricia Manterola,Carolina Guerra,John �lex Toro,Colombia,Unknown,Unknown,24-08-2018,2010,TV-MA,1 Season,Crime TV Shows,International TV Shows,Spanish-Language TV Shows,Drug trafficker Pepe Cadena navigates the treacherous waters of warring cartels in Mexico and Colombia while avoiding capture by the DEA and police.,2018
s6675,TV Show,El Chavo,Unknown,Roberto Gómez Bolaños,María Antonieta de las Nieves,Carlos Villagrán,Florinda Meza García,Angelines Fernández Abad,Mexico,Unknown,Unknown,31-12-2017,1979,TV-PG,1 Season,Classic & Cult TV,Kids' TV,Spanish-Language TV Shows,"El Chavo is a poor, nameless orphan who lives in an apartment building with La Chilindrina, Quico, Doña Florinda, Don Ramón and Professor Jirafales.",2017
s6676,Movie,El Che,Matías Gueilburt,Paco Ignacio Taibo II,Unknown,Unknown,Unknown,Unknown,Venezuela,Unknown,Unknown,15-10-2017,2017,TV-14,119 min,Documentaries,International Movies,Unknown,"Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto ""Che"" Guevara and sheds new light on the revolutionary.",2017
s6677,TV Show,El Clon,Unknown,Mauricio Ochmann,Sandra Echeverría,Saúl Lisazo,Roberto Moll,Geraldine Zivic,United States,Unknown,Unknown,18-05-2017,2010,TV-14,1 Season,Romantic TV Shows,Spanish-Language TV Shows,TV Dramas,"Religion thwarted Lucas and Jade's young love. They reunite decades later, but Jade's heart is torn between the man she knew and his younger clone.",2017
s6678,Movie,El fin de ETA,Justin Webster,Unknown,Unknown,Unknown,Unknown,Unknown,Spain,Unknown,Unknown,08-04-2017,2017,TV-14,106 min,Documentaries,International Movies,Unknown,"This documentary chronicles the decade-long process that led to the end of the ETA, a Basque terrorist group that operated for more than 50 years.",2017
s6679,TV Show,El Vato,Unknown,El Dasa,Cristina Rodlo,Ricardo Polanco,Gustavo Egelhaaf,Mauricio Martínez,United States,Unknown,Unknown,24-02-2018,2017,TV-MA,2 Seasons,International TV Shows,Spanish-Language TV Shows,TV Comedies,"Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California.",2018
s6680,Movie,El Viaje: Márama y Rombai,Federico Lemos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18-10-2017,2016,TV-PG,79 min,Children & Family Movies,Documentaries,International Movies,Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.,2017
s6681,Movie,Elephants Dream 4 Hour,Bassam Kurdali,Cas Jansen,Tygo Gernandt,Unknown,Unknown,Unknown,Netherlands,Unknown,Unknown,23-08-2018,2006,TV-MA,196 min,International Movies,Sci-Fi & Fantasy,Unknown,"Friends Proog and Emo live in a capricious, seemingly infinite machine with a sinister purpose in this experimental computer-animated short.",2018
s6682,Movie,Elizabeth at 90: A Family Tribute,John Bridcut,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,Unknown,Unknown,22-05-2017,2016,TV-G,90 min,Documentaries,Unknown,Unknown,A blend of the royal family's intimate recollections and rarely seen home movies pays tribute to Queen Elizabeth II on the eve of her 90th birthday.,2017
s6683,Movie,Elizabeth Harvest,Sebastian Gutierrez,Abbey Lee,Ciarán Hinds,Carla Gugino,Matthew Beard,Dylan Baker,United States,Unknown,Unknown,01-08-2020,2019,R,109 min,Dramas,Sci-Fi & Fantasy,Unknown,"When a young newlywed enters the one chamber in her husband’s mansion that’s off-limits, she faces the horrifying consequences of defying the rules.",2020
s6684,Movie,Elles étaient en guerre (1914-1918),"Fabien Beziat, Hugues Nancy",Nathalie Baye,Unknown,Unknown,Unknown,Unknown,France,Unknown,Unknown,31-12-2017,2014,TV-14,93 min,Documentaries,International Movies,Unknown,Trace the overlapping journeys of exceptional women swept up in World War I and hear their tales of bravery on history's front lines.,2017
s6685,Movie,Elles étaient en guerre 1939-1945,"Hugues Nancy, Fabien Beziat",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,01-03-2018,2015,TV-MA,92 min,Documentaries,International Movies,Unknown,"Mothers, nurses, soldiers and deportees – these women fought against persecution for freedom and survival amid the turbulence of World War II.",2018
s6686,Movie,Elles ont toutes une histoire,Nils Tavernier,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,31-12-2017,2016,TV-PG,49 min,Documentaries,International Movies,Unknown,"From Asia, Africa and Latin America, five women share extraordinary stories of strength and determination in the face of violence and inequality.",2017
s6687,Movie,Elstree 1976,Jon Spira,Paul Blake,Jeremy Bulloch,John Chapman,Anthony Forrest,Laurie Goode,United Kingdom,Unknown,Unknown,06-09-2016,2015,TV-PG,102 min,Documentaries,Unknown,Unknown,"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever.",2016
s6688,Movie,Emelie,Michael Thelin,Sarah Bolger,Joshua Rush,Carly Adams,Thomas Bair,Susan Pourfar,United States,Unknown,Unknown,02-08-2018,2016,TV-MA,82 min,Horror Movies,Thrillers,Unknown,"A suburban couple hires a new sitter to watch their three kids for the night, unaware that the young woman isn't who she claims to be.",2018
s6689,Movie,Emma' (Mother),Riri Riza,Cut Mini Theo,Christoffer Nelwan,Arman Dewarti,Jajang C. Noer,Indah Permatasari,Indonesia,Unknown,Unknown,05-10-2018,2016,TV-PG,74 min,Dramas,International Movies,Unknown,"In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life.",2018
s6690,Movie,Emo the Musical,Neil Triffett,Benson Jack Anthony,Jordan Hare,Rahart Adams,Jon Prasida,Lucy Barrett,Australia,Unknown,Unknown,01-02-2018,2016,TV-MA,94 min,Dramas,International Movies,Music & Musicals,"Expelled from private school for attempted suicide, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him.",2018
s6691,TV Show,Emogenius,Unknown,Hunter March,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,15-12-2018,2017,TV-PG,1 Season,Reality TV,Unknown,Unknown,"Two pairs of contestants go head-to-head for several rounds, deciphering puzzles and messages comprised of emojis for a chance at a $10,000 prize.",2018
s6692,Movie,Empire of Scents,Kim Nguyen,Unknown,Unknown,Unknown,Unknown,Unknown,Canada,France,Italy,01-01-2018,2014,TV-14,87 min,Documentaries,International Movies,Unknown,This documentary explores the extent to which our sense of smell directs our survival instincts and enriches our sensual experiences.,2018
s6693,Movie,Employee of the Month,Greg Coolidge,Dane Cook,Jessica Simpson,Dax Shepard,Andy Dick,Tim Bagley,United States,Unknown,Unknown,01-10-2020,2006,PG-13,108 min,Comedies,Romantic Movies,Unknown,Warehouse workers Vince and Zack compete in a full-on war to be named Employee of the Month and win a date with their dream girl.,2020
s6694,TV Show,Encerrados,Unknown,Luis Machín,Maria Merlino,Fabián Vena,Ana Chalentano,Nelly Prince,Unknown,Unknown,Unknown,18-06-2018,2018,TV-MA,1 Season,International TV Shows,Spanish-Language TV Shows,TV Comedies,"This fictional series tells the stories of what happens to people when they feel caged in, whether physically, psychologically or emotionally.",2018
s6695,Movie,Encounter: The Killing,Ajay Phansekar,Naseeruddin Shah,Tara Deshpande,Akash Khurana,Ratna Pathak Shah,Dilip Prabhavalkar,India,Unknown,Unknown,31-12-2019,2002,TV-14,151 min,Dramas,Independent Movies,International Movies,"After accidentally killing a young mobster, a guilt-stricken police officer searches for the parents who never came forward to claim their son's body.",2019
s6696,TV Show,Encounters with Evil,Unknown,Richard Lintern,Unknown,Unknown,Unknown,Unknown,United Kingdom,Unknown,Unknown,12-07-2019,2016,TV-14,1 Season,British TV Shows,Crime TV Shows,Docuseries,"This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals.",2019
s6697,Movie,End of Watch,David Ayer,Jake Gyllenhaal,Michael Peña,Natalie Martinez,Anna Kendrick,David Harbour,United States,Unknown,Unknown,23-11-2019,2012,R,109 min,Action & Adventure,Unknown,Unknown,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.",2019
s6698,TV Show,Enemigo íntimo,Unknown,Raúl Méndez,Fernanda Castillo,Matias Novoa,Guillermo Quintanilla,Leonardo Daniel,Unknown,Unknown,Unknown,08-08-2018,2018,TV-MA,1 Season,Crime TV Shows,Spanish-Language TV Shows,TV Dramas,"Siblings separated as children who no longer recognize each other are pitted against each other in a war involving drugs, crime and betrayal.",2018
s6699,Movie,Enemy,Denis Villeneuve,Jake Gyllenhaal,Mélanie Laurent,Sarah Gadon,Isabella Rossellini,Joshua Peace,Canada,Spain,France,15-07-2018,2013,R,91 min,Independent Movies,Thrillers,Unknown,"When a humdrum academic spots his double in a movie, he launches a search that leads him to a small-time actor who looks exactly like him.",2018
s6700,Movie,Enlighten Us,Jenny Carchman,James Arthur Ray,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,18-01-2017,2016,TV-14,93 min,Documentaries,Unknown,Unknown,This documentary digs deep to recount the saga of the superstar self-help guru convicted of negligent homicide in the deaths of three followers.,2017
s6701,Movie,Entanglement,Jason James,Thomas Middleditch,Jess Weixler,Diana Bang,Randal Edwards,Marilyn Norry,Canada,Unknown,Unknown,09-12-2018,2018,TV-MA,85 min,Dramas,Independent Movies,Romantic Movies,"After his ailing father makes a shocking confession, a desperately depressed man sets out to find the woman he believes will change his destiny.",2018
s6702,Movie,Enter the Dragon,Robert Clouse,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,Kien Shih,Hong Kong,United States,Unknown,01-01-2021,1973,R,103 min,Action & Adventure,Classic Movies,Unknown,"Recruited by a British agent, Shaolin master Lee infiltrates a remote island and a brutal martial arts tournament to spy on a sinister crime lord.",2021
s6703,Movie,Equals,Drake Doremus,Nicholas Hoult,Kristen Stewart,Jacki Weaver,Guy Pearce,Rebecca Hazlewood,United States,Indonesia,Unknown,28-10-2018,2015,PG-13,102 min,Dramas,Romantic Movies,Sci-Fi & Fantasy,Two young lovers depart from the norm simply by having romantic feelings for each other in a society where humans have been relieved of all emotions.,2018
